#latitude, longitude, tx_tower_meter
40.857964625, -73.11725475, 30.0
40.858864249999996, -73.11725475, 30.0
40.859763875, -73.11725475, 30.0
40.8606635, -73.11725475, 30.0
40.861563124999996, -73.11725475, 30.0
40.86246275, -73.11725475, 30.0
40.863362375, -73.11725475, 30.0
40.864262, -73.11725475, 30.0
40.865161625, -73.11725475, 30.0
40.86606125, -73.11725475, 30.0
40.866960875, -73.11725475, 30.0
40.8678605, -73.11725475, 30.0
40.868760125, -73.11725475, 30.0
40.86965975, -73.11725475, 30.0
40.870559375, -73.11725475, 30.0
40.871459, -73.11725475, 30.0
40.872358625, -73.11725475, 30.0
40.87325825, -73.11725475, 30.0
40.874157875, -73.11725475, 30.0
40.8750575, -73.11725475, 30.0
40.875957125, -73.11725475, 30.0
40.87685675, -73.11725475, 30.0
40.877756375, -73.11725475, 30.0
40.878656, -73.11725475, 30.0
40.879555624999995, -73.11725475, 30.0
40.88045525, -73.11725475, 30.0
40.881354875, -73.11725475, 30.0
40.882254499999995, -73.11725475, 30.0
40.883154125, -73.11725475, 30.0
40.88405375, -73.11725475, 30.0
40.884953374999995, -73.11725475, 30.0
40.849868, -73.116064225, 30.0
40.850767625, -73.116064225, 30.0
40.85166725, -73.116064225, 30.0
40.852566875, -73.116064225, 30.0
40.8534665, -73.116064225, 30.0
40.854366125, -73.116064225, 30.0
40.85526575, -73.116064225, 30.0
40.856165375, -73.116064225, 30.0
40.857065, -73.116064225, 30.0
40.857964625, -73.116064225, 30.0
40.858864249999996, -73.116064225, 30.0
40.859763875, -73.116064225, 30.0
40.8606635, -73.116064225, 30.0
40.861563124999996, -73.116064225, 30.0
40.86246275, -73.116064225, 30.0
40.863362375, -73.116064225, 30.0
40.864262, -73.116064225, 30.0
40.865161625, -73.116064225, 30.0
40.86606125, -73.116064225, 30.0
40.866960875, -73.116064225, 30.0
40.8678605, -73.116064225, 30.0
40.868760125, -73.116064225, 30.0
40.86965975, -73.116064225, 30.0
40.870559375, -73.116064225, 30.0
40.871459, -73.116064225, 30.0
40.872358625, -73.116064225, 30.0
40.87325825, -73.116064225, 30.0
40.874157875, -73.116064225, 30.0
40.8750575, -73.116064225, 30.0
40.875957125, -73.116064225, 30.0
40.87685675, -73.116064225, 30.0
40.877756375, -73.116064225, 30.0
40.878656, -73.116064225, 30.0
40.879555624999995, -73.116064225, 30.0
40.88045525, -73.116064225, 30.0
40.881354875, -73.116064225, 30.0
40.882254499999995, -73.116064225, 30.0
40.883154125, -73.116064225, 30.0
40.88405375, -73.116064225, 30.0
40.884953374999995, -73.116064225, 30.0
40.849868, -73.1148737, 30.0
40.850767625, -73.1148737, 30.0
40.85166725, -73.1148737, 30.0
40.852566875, -73.1148737, 30.0
40.8534665, -73.1148737, 30.0
40.854366125, -73.1148737, 30.0
40.85526575, -73.1148737, 30.0
40.856165375, -73.1148737, 30.0
40.857065, -73.1148737, 30.0
40.857964625, -73.1148737, 30.0
40.858864249999996, -73.1148737, 30.0
40.859763875, -73.1148737, 30.0
40.8606635, -73.1148737, 30.0
40.861563124999996, -73.1148737, 30.0
40.86246275, -73.1148737, 30.0
40.863362375, -73.1148737, 30.0
40.864262, -73.1148737, 30.0
40.865161625, -73.1148737, 30.0
40.86606125, -73.1148737, 30.0
40.866960875, -73.1148737, 30.0
40.8678605, -73.1148737, 30.0
40.868760125, -73.1148737, 30.0
40.86965975, -73.1148737, 30.0
40.870559375, -73.1148737, 30.0
40.871459, -73.1148737, 30.0
40.872358625, -73.1148737, 30.0
40.87325825, -73.1148737, 30.0
40.874157875, -73.1148737, 30.0
40.8750575, -73.1148737, 30.0
40.875957125, -73.1148737, 30.0
40.87685675, -73.1148737, 30.0
40.877756375, -73.1148737, 30.0
40.878656, -73.1148737, 30.0
40.879555624999995, -73.1148737, 30.0
40.88045525, -73.1148737, 30.0
40.881354875, -73.1148737, 30.0
40.882254499999995, -73.1148737, 30.0
40.883154125, -73.1148737, 30.0
40.88405375, -73.1148737, 30.0
40.884953374999995, -73.1148737, 30.0
40.849868, -73.113683175, 30.0
40.850767625, -73.113683175, 30.0
40.85166725, -73.113683175, 30.0
40.852566875, -73.113683175, 30.0
40.8534665, -73.113683175, 30.0
40.854366125, -73.113683175, 30.0
40.85526575, -73.113683175, 30.0
40.856165375, -73.113683175, 30.0
40.857065, -73.113683175, 30.0
40.857964625, -73.113683175, 30.0
40.858864249999996, -73.113683175, 30.0
40.859763875, -73.113683175, 30.0
40.8606635, -73.113683175, 30.0
40.861563124999996, -73.113683175, 30.0
40.86246275, -73.113683175, 30.0
40.863362375, -73.113683175, 30.0
40.864262, -73.113683175, 30.0
40.865161625, -73.113683175, 30.0
40.86606125, -73.113683175, 30.0
40.866960875, -73.113683175, 30.0
40.8678605, -73.113683175, 30.0
40.868760125, -73.113683175, 30.0
40.86965975, -73.113683175, 30.0
40.870559375, -73.113683175, 30.0
40.871459, -73.113683175, 30.0
40.872358625, -73.113683175, 30.0
40.87325825, -73.113683175, 30.0
40.874157875, -73.113683175, 30.0
40.8750575, -73.113683175, 30.0
40.875957125, -73.113683175, 30.0
40.87685675, -73.113683175, 30.0
40.877756375, -73.113683175, 30.0
40.878656, -73.113683175, 30.0
40.879555624999995, -73.113683175, 30.0
40.88045525, -73.113683175, 30.0
40.881354875, -73.113683175, 30.0
40.882254499999995, -73.113683175, 30.0
40.883154125, -73.113683175, 30.0
40.88405375, -73.113683175, 30.0
40.884953374999995, -73.113683175, 30.0
40.849868, -73.11249265000001, 30.0
40.850767625, -73.11249265000001, 30.0
40.85166725, -73.11249265000001, 30.0
40.852566875, -73.11249265000001, 30.0
40.8534665, -73.11249265000001, 30.0
40.854366125, -73.11249265000001, 30.0
40.85526575, -73.11249265000001, 30.0
40.856165375, -73.11249265000001, 30.0
40.857065, -73.11249265000001, 30.0
40.857964625, -73.11249265000001, 30.0
40.858864249999996, -73.11249265000001, 30.0
40.859763875, -73.11249265000001, 30.0
40.8606635, -73.11249265000001, 30.0
40.861563124999996, -73.11249265000001, 30.0
40.86246275, -73.11249265000001, 30.0
40.863362375, -73.11249265000001, 30.0
40.864262, -73.11249265000001, 30.0
40.865161625, -73.11249265000001, 30.0
40.86606125, -73.11249265000001, 30.0
40.866960875, -73.11249265000001, 30.0
40.8678605, -73.11249265000001, 30.0
40.868760125, -73.11249265000001, 30.0
40.86965975, -73.11249265000001, 30.0
40.870559375, -73.11249265000001, 30.0
40.871459, -73.11249265000001, 30.0
40.872358625, -73.11249265000001, 30.0
40.87325825, -73.11249265000001, 30.0
40.874157875, -73.11249265000001, 30.0
40.8750575, -73.11249265000001, 30.0
40.875957125, -73.11249265000001, 30.0
40.87685675, -73.11249265000001, 30.0
40.877756375, -73.11249265000001, 30.0
40.878656, -73.11249265000001, 30.0
40.879555624999995, -73.11249265000001, 30.0
40.88045525, -73.11249265000001, 30.0
40.881354875, -73.11249265000001, 30.0
40.882254499999995, -73.11249265000001, 30.0
40.883154125, -73.11249265000001, 30.0
40.88405375, -73.11249265000001, 30.0
40.884953374999995, -73.11249265000001, 30.0
40.849868, -73.11130212500001, 30.0
40.850767625, -73.11130212500001, 30.0
40.85166725, -73.11130212500001, 30.0
40.852566875, -73.11130212500001, 30.0
40.8534665, -73.11130212500001, 30.0
40.854366125, -73.11130212500001, 30.0
40.85526575, -73.11130212500001, 30.0
40.856165375, -73.11130212500001, 30.0
40.857065, -73.11130212500001, 30.0
40.857964625, -73.11130212500001, 30.0
40.858864249999996, -73.11130212500001, 30.0
40.859763875, -73.11130212500001, 30.0
40.8606635, -73.11130212500001, 30.0
40.861563124999996, -73.11130212500001, 30.0
40.86246275, -73.11130212500001, 30.0
40.863362375, -73.11130212500001, 30.0
40.864262, -73.11130212500001, 30.0
40.865161625, -73.11130212500001, 30.0
40.86606125, -73.11130212500001, 30.0
40.866960875, -73.11130212500001, 30.0
40.8678605, -73.11130212500001, 30.0
40.868760125, -73.11130212500001, 30.0
40.86965975, -73.11130212500001, 30.0
40.870559375, -73.11130212500001, 30.0
40.871459, -73.11130212500001, 30.0
40.872358625, -73.11130212500001, 30.0
40.87325825, -73.11130212500001, 30.0
40.874157875, -73.11130212500001, 30.0
40.8750575, -73.11130212500001, 30.0
40.875957125, -73.11130212500001, 30.0
40.87685675, -73.11130212500001, 30.0
40.877756375, -73.11130212500001, 30.0
40.878656, -73.11130212500001, 30.0
40.879555624999995, -73.11130212500001, 30.0
40.88045525, -73.11130212500001, 30.0
40.881354875, -73.11130212500001, 30.0
40.882254499999995, -73.11130212500001, 30.0
40.883154125, -73.11130212500001, 30.0
40.88405375, -73.11130212500001, 30.0
40.884953374999995, -73.11130212500001, 30.0
40.849868, -73.1101116, 30.0
40.850767625, -73.1101116, 30.0
40.85166725, -73.1101116, 30.0
40.852566875, -73.1101116, 30.0
40.8534665, -73.1101116, 30.0
40.854366125, -73.1101116, 30.0
40.85526575, -73.1101116, 30.0
40.856165375, -73.1101116, 30.0
40.857065, -73.1101116, 30.0
40.857964625, -73.1101116, 30.0
40.858864249999996, -73.1101116, 30.0
40.859763875, -73.1101116, 30.0
40.8606635, -73.1101116, 30.0
40.861563124999996, -73.1101116, 30.0
40.86246275, -73.1101116, 30.0
40.863362375, -73.1101116, 30.0
40.864262, -73.1101116, 30.0
40.865161625, -73.1101116, 30.0
40.86606125, -73.1101116, 30.0
40.866960875, -73.1101116, 30.0
40.8678605, -73.1101116, 30.0
40.868760125, -73.1101116, 30.0
40.86965975, -73.1101116, 30.0
40.870559375, -73.1101116, 30.0
40.871459, -73.1101116, 30.0
40.872358625, -73.1101116, 30.0
40.87325825, -73.1101116, 30.0
40.874157875, -73.1101116, 30.0
40.8750575, -73.1101116, 30.0
40.875957125, -73.1101116, 30.0
40.87685675, -73.1101116, 30.0
40.877756375, -73.1101116, 30.0
40.878656, -73.1101116, 30.0
40.879555624999995, -73.1101116, 30.0
40.88045525, -73.1101116, 30.0
40.881354875, -73.1101116, 30.0
40.882254499999995, -73.1101116, 30.0
40.883154125, -73.1101116, 30.0
40.88405375, -73.1101116, 30.0
40.884953374999995, -73.1101116, 30.0
40.849868, -73.108921075, 30.0
40.850767625, -73.108921075, 30.0
40.85166725, -73.108921075, 30.0
40.852566875, -73.108921075, 30.0
40.8534665, -73.108921075, 30.0
40.854366125, -73.108921075, 30.0
40.85526575, -73.108921075, 30.0
40.856165375, -73.108921075, 30.0
40.857065, -73.108921075, 30.0
40.857964625, -73.108921075, 30.0
40.858864249999996, -73.108921075, 30.0
40.859763875, -73.108921075, 30.0
40.8606635, -73.108921075, 30.0
40.861563124999996, -73.108921075, 30.0
40.86246275, -73.108921075, 30.0
40.863362375, -73.108921075, 30.0
40.864262, -73.108921075, 30.0
40.865161625, -73.108921075, 30.0
40.86606125, -73.108921075, 30.0
40.866960875, -73.108921075, 30.0
40.8678605, -73.108921075, 30.0
40.868760125, -73.108921075, 30.0
40.86965975, -73.108921075, 30.0
40.870559375, -73.108921075, 30.0
40.871459, -73.108921075, 30.0
40.872358625, -73.108921075, 30.0
40.87325825, -73.108921075, 30.0
40.874157875, -73.108921075, 30.0
40.8750575, -73.108921075, 30.0
40.875957125, -73.108921075, 30.0
40.87685675, -73.108921075, 30.0
40.877756375, -73.108921075, 30.0
40.878656, -73.108921075, 30.0
40.879555624999995, -73.108921075, 30.0
40.88045525, -73.108921075, 30.0
40.881354875, -73.108921075, 30.0
40.882254499999995, -73.108921075, 30.0
40.883154125, -73.108921075, 30.0
40.88405375, -73.108921075, 30.0
40.884953374999995, -73.108921075, 30.0
40.849868, -73.10773055, 30.0
40.850767625, -73.10773055, 30.0
40.85166725, -73.10773055, 30.0
40.852566875, -73.10773055, 30.0
40.8534665, -73.10773055, 30.0
40.854366125, -73.10773055, 30.0
40.85526575, -73.10773055, 30.0
40.856165375, -73.10773055, 30.0
40.857065, -73.10773055, 30.0
40.857964625, -73.10773055, 30.0
40.858864249999996, -73.10773055, 30.0
40.859763875, -73.10773055, 30.0
40.8606635, -73.10773055, 30.0
40.861563124999996, -73.10773055, 30.0
40.86246275, -73.10773055, 30.0
40.863362375, -73.10773055, 30.0
40.864262, -73.10773055, 30.0
40.865161625, -73.10773055, 30.0
40.86606125, -73.10773055, 30.0
40.866960875, -73.10773055, 30.0
40.8678605, -73.10773055, 30.0
40.868760125, -73.10773055, 30.0
40.86965975, -73.10773055, 30.0
40.870559375, -73.10773055, 30.0
40.871459, -73.10773055, 30.0
40.872358625, -73.10773055, 30.0
40.87325825, -73.10773055, 30.0
40.874157875, -73.10773055, 30.0
40.8750575, -73.10773055, 30.0
40.875957125, -73.10773055, 30.0
40.87685675, -73.10773055, 30.0
40.877756375, -73.10773055, 30.0
40.878656, -73.10773055, 30.0
40.879555624999995, -73.10773055, 30.0
40.88045525, -73.10773055, 30.0
40.881354875, -73.10773055, 30.0
40.882254499999995, -73.10773055, 30.0
40.883154125, -73.10773055, 30.0
40.88405375, -73.10773055, 30.0
